paper_id	area_id
1100	13
1101	06
1102	04
1103	13
1104	05
1105	07
1106	02
1107	09
1108	02
1109	08
1110	08
1111	05
1112	05
1113	09
1114	12
1115	12
1116	06
1117	08
1118	07
1119	05
1120	13
1121	02
1122	13
1123	01
1124	01
1125	13
1126	08
1127	11
1128	05
1129	08
1130	08
1131	10
1132	08
1133	13
1134	02
1135	07
1136	13
1137	13
1138	04
1139	04
1140	07
1141	06
1142	06
1143	06
1144	08
1145	08
1146	09
1147	10
1148	13
1149	03
1150	01
1151	07
1152	07
1153	05
1154	05
1155	07
1156	04
1157	02
1158	01
1159	08
1160	03
1161	13
1162	05
1163	03
1164	05
1165	06
1166	06
1167	08
1168	08
1169	05
1170	07
1171	01
1172	13
1173	01
1174	02
1175	05
1176	06
1177	05
1178	07
1179	07
1180	12
1181	01
1182	05
1183	01
1184	08
1185	11
1186	10
1187	06
1188	06
1189	02
1190	12
1191	02
1192	01
1193	13
1194	03
1195	07
1196	13
1197	06
1198	07
1199	12
1200	01
1201	05
1202	06
1203	06
1204	08
1205	06
1206	01
1207	06
1208	07
1209	08
1210	04
1211	07
1212	08
1213	11
1214	01
1215	05
1216	03
1217	12
1218	03
1219	08
1220	06
1221	11
1222	04
1223	13
1224	01
1225	03
1226	11
1227	08
1228	04
1229	07
1230	13
1231	05
1232	07
1233	11
1234	07
1235	07
1236	11
1237	06
1238	12
1239	03
1240	04
1241	09
1242	08
1243	07
1244	07
1245	11
1246	06
1247	01
1248	10
1249	05
1250	05
1251	04
1252	05
1253	02
1254	03
1255	06
1256	04
1257	08
1258	04
1259	08
1260	01
1261	01
1262	11
1263	04
1264	12
1265	07
1266	11
1267	02
1268	13
1269	03
1270	08
1271	08
1272	05
1273	07
1274	11
1275	01
1276	03
1277	13
1278	08
1279	08
1280	11
1281	01
1282	08
1283	05
1284	06
1285	01
1286	06
1287	05
1288	07
1289	05
1290	09
1291	06
1292	05
1293	08
1294	05
1295	04
1296	02
1297	04
1298	05
1299	11
1300	11
1301	01
1302	05
1303	03
1304	03
1305	12
1306	03
1307	04
1308	13
1309	13
1310	08
1311	07
1312	09
1313	11
1314	04
1315	11
1316	07
1317	05
1318	08
1319	12
1320	03
1321	04
1322	09
1323	11
1324	08
1325	13
1326	02
1327	05
1328	10
1329	12
1330	01
1331	11
1332	09
1333	07
1334	07
1335	04
1336	12
1337	13
1338	10
1339	12
1340	06
1341	08
1342	03
1343	10
1344	06
1345	09
1346	05
1347	01
1348	11
1349	03
1350	01
1351	04
1352	03
1353	08
1354	13
1355	11
1356	04
1357	07
1358	11
1359	05
1360	01
1361	04
1362	05
1363	05
1364	06
1365	08
1366	06
1367	12
1368	13
1369	06
1370	11
1371	07
1372	02
1373	06
1374	07
1375	05
1376	01
1377	09
1378	02
1379	03
1380	04
1381	06
1382	13
1383	11
1384	10
1385	13
1386	13
1387	12
1388	04
1389	13
1390	10
1391	11
1392	12
1393	10
1394	05
1395	08
1396	07
1397	07
1398	06
1399	04
1400	07
1401	07
1402	01
1403	01
1404	03
1405	03
1406	08
1407	05
1408	10
1409	02
1410	04
1411	11
1412	02
1413	12
1414	01
1415	06
1416	06
1417	12
1418	07
1419	11
1420	05
1421	05
1422	08
1423	09
1424	07
1425	03
1426	07
1427	08
1428	04
1429	08
1430	13
1431	07
1432	09
1433	01
1434	09
1435	13
1436	04
1437	04
1438	08
1439	02
1440	04
1441	07
1442	04
1443	11
1444	04
1445	10
1446	01
1447	10
1448	04
1449	08
1450	05
1451	11
1452	13
1453	13
1454	12
1455	05
1456	12
1457	11
1458	07
1459	07
1460	08
1461	07
1462	07
1463	04
1464	08
1465	07
1466	12
1467	08
1468	04
1469	07
1470	08
1471	01
1472	01
1473	05
1474	05
1475	03
1476	13
1477	06
1478	10
1479	01
1480	08
1481	12
1482	08
1483	05
1484	09
1485	01
1486	12
1487	12
1488	05
1489	04
1490	03
1491	06
1492	05
1493	08
1494	04
1495	08
1496	04
1497	04
1498	04
1499	08
1500	07
1501	13
1502	04
1503	05
1504	05
1505	12
1506	01
1507	06
1508	04
1509	01
1510	04
1511	01
1512	01
1513	05
1514	07
1515	04
1516	04
1517	04
1518	13
1519	06
1520	05
1521	09
1522	04
1523	01
1524	04
1525	12
1526	09
1527	11
1528	02
1529	06
1530	12
1531	02
1532	05
1533	04
1534	11
1535	04
1536	10
1537	11
1538	13
1539	08
1540	11
1541	05
1542	04
1543	01
1544	12
1545	02
1546	01
1547	10
1548	12
1549	06
1550	05
1551	01
1552	12
1553	12
1554	08
1555	06
1556	06
1557	03
1558	08
1559	08
1560	06
1561	05
1562	06
1563	07
1564	07
1565	09
1566	09
1567	06
1568	04
1569	08
1570	10
1571	05
1572	04
1573	04
1574	13
1575	13
1576	09
1577	11
1578	13
1579	05
1580	06
1581	04
1582	05
1583	03
1584	13
1585	05
1586	04
1587	05
1588	07
1589	01
1590	13
1591	05
1592	11
1593	01
1594	01
1595	03
1596	02
1597	08
1598	04
1599	13
1600	10
1601	09
1602	01
1603	03
1604	07
1605	03
1606	04
1607	13
1608	11
1609	04
1610	07
1611	06
1612	07
1613	07
1614	07
1615	11
1616	08
1617	01
1618	13
1619	11
1620	06
1621	12
1622	03
1623	13
1624	04
1625	06
1626	08
1627	05
1628	12
1629	07
1630	04
1631	01
1632	07
1633	07
1634	03
1635	05
1636	03
1637	12
1638	01
1639	06
1640	12
1641	06
1642	06
1643	06
1644	08
1645	01
1646	07
1647	05
1648	12
1649	03
1650	04
1651	07
1652	08
1653	05
1654	04
1655	06
1656	06
1657	12
1658	03
1659	01
1660	07
1661	09
1662	05
1663	10
1664	02
1665	08
1666	03
1667	08
1668	08
1669	10
1670	13
1671	04
1672	08
1673	08
1674	01
1675	04
1676	09
1677	01
1678	08
1679	06
1680	08
1681	07
1682	05
1683	03
1684	06
1685	05
1686	07
1687	04
1688	03
1689	06
1690	01
1691	11
1692	08
1693	13
1694	11
1695	05
1696	11
1697	11
1698	13
1699	01
1700	07
1701	11
1702	06
1703	13
1704	04
1705	07
1706	10
1707	06
1708	03
1709	06
1710	08
1711	10
1712	08
1713	12
1714	11
1715	05
1716	08
1717	08
1718	10
1719	07
1720	11
1721	02
1722	07
1723	12
1724	08
1725	05
1726	13
1727	11
1728	08
1729	07
1730	01
1731	07
1732	13
1733	03
1734	13
1735	05
1736	12
1737	01
1738	11
1739	07
1740	04
1741	01
1742	08
1743	03
1744	02
1745	06
1746	04
1747	05
1748	06
1749	12
1750	12
1751	04
1752	08
1753	11
1754	08
1755	01
1756	04
1757	04
1758	04
1759	08
1760	13
1761	07
1762	01
1763	02
1764	07
1765	12
1766	09
1767	03
1768	13
1769	03
1770	01
1771	05
1772	13
1773	01
1774	07
1775	10
1776	05
1777	06
1778	07
1779	13
1780	08
1781	07
1782	04
1783	07
1784	13
1785	10
1786	11
1787	11
1788	08
1789	10
1790	09
1791	10
1792	13
1793	06
1794	13
1795	01
1796	10
1797	08
1798	07
1799	10
1800	06
1801	13
1802	12
1803	02
1804	10
1805	02
1806	02
1807	05
1808	04
1809	06
1810	02
1811	03
1812	01
1813	07
1814	08
1815	03
1816	06
1817	12
1818	02
1819	08
1820	04
1821	02
1822	09
1823	03
1824	07
1825	11
1826	11
1827	05
1828	11
1829	11
1830	03
1831	03
1832	11
1833	13
1834	13
1835	08
1836	08
1837	13
1838	11
1839	12
1840	07
1841	05
1842	03
1843	12
1844	07
1845	05
1846	05
1847	13
1848	12
1849	08
1850	06
1851	08
1852	01
1853	05
1854	12
1855	05
1856	08
1857	05
1858	09
1859	08
1860	05
1861	05
1862	09
1863	11
1864	05
1865	02
1866	11
1867	08
1868	08
1869	13
1870	10
1871	10
1872	06
1873	08
1874	04
1875	03
1876	03
1877	08
1878	11
1879	03
1880	08
1881	05
1882	07
1883	03
1884	04
1885	02
1886	11
1887	13
1888	03
1889	13
1890	04
1891	04
1892	03
1893	01
1894	13
1895	01
1896	10
1897	06
1898	12
1899	01
1900	03
1901	05
1902	01
1903	13
1904	01
1905	07
1906	02
1907	12
1908	01
1909	08
1910	12
1911	09
1912	13
1913	03
1914	06
1915	06
1916	04
1917	06
1918	13
1919	01
1920	05
1921	08
1922	09
1923	03
1924	06
1925	05
1926	07
1927	09
1928	05
1929	07
1930	08
1931	02
1932	03
1933	07
1934	10
1935	10
1936	08
1937	13
1938	08
1939	10
1940	05
1941	07
1942	05
1943	04
1944	13
1945	07
1946	05
1947	04
1948	13
1949	09
1950	01
1951	12
1952	08
1953	10
1954	07
1955	04
1956	10
1957	11
1958	05
1959	08
1960	05
1961	05
1962	10
1963	05
1964	13
1965	07
1966	06
1967	01
1968	03
1969	13
1970	11
1971	06
1972	07
1973	08
1974	04
1975	08
1976	05
1977	08
1978	04
1979	08
1980	03
1981	05
1982	04
1983	05
1984	13
1985	05
1986	04
1987	06
1988	03
1989	05
1990	07
1991	13
1992	04
1993	03
1994	04
1995	05
1996	08
1997	13
1998	02
1999	09
2000	06
2001	07
2002	12
2003	07
2004	05
2005	06
2006	07
2007	08
2008	07
2009	11
2010	08
2011	03
2012	05
2013	05
2014	13
2015	11
2016	04
2017	07
2018	08
2019	04
2020	12
2021	07
2022	13
2023	08
2024	12
2025	07
2026	09
2027	06
2028	03
2029	12
2030	01
2031	13
2032	08
2033	05
2034	03
2035	13
2036	03
2037	03
2038	08
2039	06
2040	03
2041	03
2042	06
2043	08
2044	03
2045	05
2046	01
2047	05
2048	13
2049	05
2050	08
2051	08
2052	10
2053	13
2054	05
2055	08
2056	05
2057	08
2058	03
2059	01
2060	07
2061	12
2062	10
2063	06
2064	13
2065	03
2066	02
2067	07
2068	10
