paper_id	area_id
0015	10
0016	01
0017	08
0018	08
0034	05
0036	07
0049	03
0054	06
0056	01
0057	05
0059	11
0086	04
0087	10
0990	06
0992	05
0995	05
0997	05
0999	08
1003	01
1011	04
1018	07
1020	12
1022	04
1023	01
1025	04
1026	07
1030	06
1031	10
1032	07
1033	07
1037	11
1041	01
1043	06
1044	05
1045	12
1046	07
1047	06
1050	08
1055	10
1058	09
1059	08
1062	11
1064	04
1065	10
1066	07
1067	06
1068	01
1069	08
1070	07
1071	04
1072	07
1074	08
1077	05
1081	01
1082	03
1085	08
1089	08
1094	07
1096	12
1101	06
1104	06
1106	04
1108	05
1109	07
1112	08
1113	10
1120	01
1125	06
1131	06
1132	04
1133	06
1136	08
1137	07
1139	05
1140	05
1142	07
1148	12
1150	05
1151	05
1156	07
1159	01
1160	11
1161	10
1163	07
1164	09
1168	05
1169	06
1170	10
1173	01
1175	01
1177	05
1179	09
1180	03
1184	12
1186	12
1187	01
1190	12
1191	06
1192	10
1193	06
1194	12
1195	10
1196	01
1197	05
1198	08
1199	05
1204	05
1207	09
1218	07
1219	05
1220	05
1221	08
1222	01
1223	08
1225	06
1226	07
1229	07
1230	12
1232	07
1233	09
1235	02
1238	07
1241	12
1242	05
1243	04
1244	08
1245	04
1246	11
1250	09
1251	07
1255	04
1257	02
1259	02
1260	06
1261	11
1262	10
1263	01
1264	05
1269	06
1270	08
1274	02
1275	04
1277	10
1280	08
1281	08
1282	10
1283	04
1284	07
1287	04
1290	08
1291	05
1292	08
1294	10
1297	07
1301	08
1303	05
1306	04
1307	06
1310	07
1313	11
1316	06
1322	02
1323	07
1325	07
1330	09
1335	01
1336	01
1337	08
1338	12
1339	03
1341	11
1342	05
1344	09
1345	04
1351	05
1356	03
1361	07
1363	08
1365	05
1367	07
1390	08
1391	03
1392	08
1395	04
1397	05
1400	06
1402	04
1403	07
1409	05
1410	07
1411	07
1412	12
1416	07
1420	04
1422	04
1423	07
1430	07
1431	03
1432	01
1434	04
1436	05
1437	07
1443	07
1446	04
1449	05
1454	06
1458	06
1459	01
1460	02
1461	07
1463	07
1464	07
1465	09
1470	08
1473	06
1475	08
1481	01
1484	06
1488	08
1491	09
1493	09
1496	06
1497	08
1498	03
1501	04
1504	08
1508	11
1513	06
1518	09
1520	03
1521	06
1524	09
1532	06
1536	03
1537	06
1539	06
1542	07
1545	05
1547	07
1548	05
1551	06
1553	06
1557	08
1558	01
1563	06
1564	04
1569	08
1570	11
1571	06
1574	08
1575	08
1578	05
1582	01
1586	09
1590	07
1591	06
1593	06
1598	01
1600	09
1601	03
1602	04
1605	10
1606	08
1607	02
1611	03
1613	07
1614	02
1615	07
1616	02
1617	06
1618	03
1619	09
1623	07
1626	04
1627	03
1630	07
1632	11
1633	01
1638	10
1640	01
1642	07
1644	12
1647	07
1652	01
1653	03
1657	10
1662	07
1664	04
1672	01
1673	05
1676	11
1677	10
1678	01
1682	08
1683	12
1685	01
1688	03
1689	08
1690	05
1697	05
1698	03
1700	04
1702	09
1703	03
1705	03
1706	04
1708	04
1710	07
1714	03
1715	07
1716	08
1727	08
1733	03
1736	07
1737	07
1740	06
1742	04
1745	07
1746	01
1750	08
1751	07
1753	11
1754	07
1755	01
1759	10
1761	12
1762	03
1763	11
1765	04
1766	10
1768	06
1771	03
1772	04
1774	04
1778	08
1779	03
1780	08
1781	05
1783	11
1784	09
1787	08
1788	07
1790	04
1791	08
1794	05
1797	08
1800	08
1801	03
1804	05
1805	03
1810	04
1811	12
1813	11
1814	04
1818	04
1820	11
1821	07
1822	07
1823	07
1824	07
1825	01
1826	04
1827	03
1834	09
1835	12
1841	12
1843	05
1844	04
1845	04
1846	06
1849	09
1852	10
1854	07
1855	08
1857	04
1861	08
1862	07
1863	08
1864	06
1865	11
1869	03
1870	08
1873	09
1875	01
1878	05
1879	04
1881	12
1882	04
1885	01
1889	07
1890	10
1891	05
1894	09
1896	12
1898	05
1899	05
1900	06
1901	06
1908	04
1913	06
1920	06
1921	01
1922	04
1923	04
1930	08
1934	11
1936	02
1938	03
1939	09
1946	06
1949	11
1950	04
1953	05
1954	02
1957	01
1958	09
1960	04
1962	11
1963	11
1964	07
1966	04
1968	11
1969	01
1972	08
1976	07
1977	06
1980	08
1981	06
1984	07
1987	01
1988	12
1991	09
1992	08
1994	06
1995	08
1996	04
1997	01
2001	09
2004	07
2007	08
2010	11
2011	11
2013	01
2014	07
2015	08
2018	05
2022	06
2024	01
2027	11
2028	05
2030	03
2031	04
2033	10
2034	08
2036	08
2037	06
2038	05
2039	04
2041	07
2044	05
2048	06
2049	03
2052	09
2053	07
2055	06
2056	08
2059	08
2061	04
2062	06
2064	07
2067	03
2070	07
2073	02
2074	01
2075	04
2076	04
2079	08
2082	06
2085	05
2086	08
2087	05
2092	04
2096	07
2101	02
2102	08
2103	07
2105	10
2106	04
2108	05
2110	10
2111	07
2116	07
2117	10
2121	06
2123	07
2131	06
2134	05
2136	07
2138	06
2139	05
2141	09
2142	05
2143	06
2145	01
2148	12
2150	06
2152	05
2153	11
2156	05
2158	05
2160	01
2162	07
2164	09
2169	07
2171	05
2172	07
2173	10
2177	09
2180	07
2185	12
2189	07
2194	01
2204	02
2205	05
2207	01
2208	06
2210	05
2213	06
2215	09
2216	02
2219	09
2221	03
2223	03
2224	06
2226	04
2228	07
2229	04
2234	06
2235	04
2236	05
2237	03
2238	10
2239	01
2241	01
2242	08
2245	06
2253	03
2256	05
2258	08
2259	05
2261	06
2262	07
2264	04
2265	10
2267	01
2270	04
2271	01
2275	08
2276	01
2280	07
2282	10
2283	08
2285	05
2291	06
2292	06
2293	11
2296	08
2297	04
2298	09
2299	06
2301	08
2304	07
2312	10
2316	05
2320	03
2322	02
2325	04
2326	05
2329	05
2337	04
2342	04
2345	08
2346	10
2347	07
2349	03
2350	02
2353	02
2354	05
2357	12
2359	10
2361	08
2362	05
2365	05
2367	10
2371	05
2372	04
2375	02
2380	06
2382	07
2388	05
2392	05
2396	03
2398	05
2402	08
2404	09
2408	05
2409	06
2412	07
2418	06
2421	06
2423	07
2427	07
2430	05
2432	08
2433	01
2440	09
2441	04
2442	08
2443	06
2444	03
2445	05
2450	01
2453	02
2456	11
2462	05
2464	07
2469	07
2470	04
2471	08
2472	03
2475	05
2476	05
2477	07
2479	06
2480	10
2482	12
2483	05
2485	08
2487	05
2488	09
2490	01
2493	05
2500	06
2507	01
2509	01
2511	12
2512	07
2513	05
2514	09
2519	05
2520	07
2521	12
2524	03
2526	08
2530	07
2531	03
2532	02
2538	04
2542	04
2545	01
2548	06
2549	02
2550	10
2553	03
2556	08
2558	07
2560	08
2561	06
2562	04
2566	07
2567	07
2572	03
2574	08
2585	05
2588	06
2593	08
2595	01
2596	07
2599	01
2605	06
2612	01
2613	12
2618	07
2623	10
2624	05
2629	10
2636	03
2637	01
2638	08
2639	10
2641	03
2649	10
2650	04
2651	01
2653	05
2654	07
2655	05
2656	08
2657	02
2663	07
2664	07
2665	06
2671	05
2674	01
2675	08
2677	09
2679	07
2683	01
2684	01
2687	05
2689	01
2690	08
2691	03
2693	03
2694	03
2695	02
2696	02
2697	01
2698	03
2699	04
2701	02
2706	04
2708	05
2709	01
2715	04
2722	08
2723	04
2724	03
2726	03
2732	08
2734	06
2738	04
2739	08
2742	08
2746	03
2757	05
2758	03
2759	05
2760	06
2763	12
2768	01
2770	08
2783	01
2785	11
2786	07
2787	10
2790	05
2791	05
2800	08
2804	05
2807	08
2809	05
2816	08
2818	06
2819	03
2821	03
2823	02
2826	10
2827	09
2828	09
2831	08
2835	05
2836	01
2840	09
2842	10
2844	11
2845	10
2846	08
2847	08
2848	03
2854	03
2856	09
2859	01
2860	12
2861	07
2862	03
2867	07
2868	04
2870	10
2872	04
2873	02
2875	08
2879	05
2880	01
2881	10
2883	06
2887	08
2888	03
2890	03
2892	04
2893	12
2894	08
2897	08
2898	07
2901	01
2904	08
2906	04
2907	11
2909	09
2910	07
2913	02
2918	07
2919	08
2920	08
2921	01
2924	11
2926	03
2928	08
2929	12
2930	04
2935	06
2938	12
2939	06
2942	02
2944	04
2947	08
2952	06
2953	10
2955	08
2962	08
2963	02
2964	01
2967	11
2968	07
2970	04
2972	04
2976	11
2982	06
2983	12
2985	07
2986	08
2989	06
2990	05
3003	10
3004	03
3005	03
3006	04
3007	03
3015	08
3016	08
3019	05
3020	09
3023	08
3024	10
3025	04
3034	05
3037	12
3039	10
3040	12
3042	01
3046	07
3049	01
3050	05
3053	08
3056	07
3057	04
3069	07
3074	09
3078	12
3087	08
3088	05
3092	05
3093	01
3094	12
3095	01
3097	05
3109	10
3115	05
3122	06
3131	03
3132	05
3135	03
3139	07
3146	10
3147	05
3156	03
3157	10
3162	08
3163	08
3164	12
3166	02
3167	07
3172	09
3174	09
3177	05
3180	07
3185	05
3186	01
3188	07
3190	03
3191	02
3194	03
3197	03
3200	06
3202	06
3204	10
3208	12
3216	08
3217	05
3228	10
3230	08
3231	02
3238	12
