paper_id	area_id
0002	02
0004	06
0005	05
0006	09
0007	05
0008	08
0010	12
0011	06
0012	07
0013	12
0014	01
0015	14
0016	07
0018	07
0019	07
0020	07
0021	04
0023	05
0024	04
0025	05
0026	12
0027	07
0028	03
0029	05
0031	06
0032	12
0033	07
0034	08
0035	05
0036	08
0037	14
0038	05
0039	02
0040	08
0041	05
0042	12
0043	12
0044	08
0045	08
0046	07
0047	09
0048	05
0049	07
0050	04
0051	05
0052	11
0053	06
0054	06
0055	12
0056	05
0058	14
0059	09
0060	04
0061	09
0062	04
0063	07
0064	08
0065	05
0066	07
0067	11
0068	02
0069	12
0070	12
0071	08
0073	08
0074	05
0075	01
0079	02
0080	10
0081	06
0082	05
0083	05
0084	11
0085	06
0086	01
0087	11
0088	01
0089	12
0090	08
0091	14
0092	08
0093	08
0094	09
0095	08
0096	13
0097	03
0098	03
0099	04
0100	12
0101	02
0102	14
0103	12
0104	08
0105	06
0106	05
0107	06
0108	06
0109	06
0110	05
0111	13
0112	05
0113	07
0114	05
0116	14
0117	06
0118	14
0119	03
0120	06
0121	03
0122	02
0123	10
0125	07
0126	05
0127	04
0128	08
0129	06
0130	14
0131	14
0133	14
0134	09
0135	01
0136	08
0137	03
0138	06
0139	05
0140	07
0141	05
0143	05
0144	08
0145	05
0146	12
0147	10
0148	09
0149	14
0150	14
0151	08
0152	06
0153	06
0154	14
0155	06
0156	14
0157	08
0158	14
0159	14
0160	08
0161	12
0162	06
0163	08
0164	14
0165	11
0166	06
0167	07
0168	07
0169	05
0171	06
0172	08
0173	03
0174	06
0175	08
0176	09
0177	05
0178	04
0179	06
0180	04
0181	02
0182	02
0183	14
0186	07
0188	13
0189	05
0190	10
0191	05
0192	10
0193	05
0194	01
0196	14
0197	05
0198	09
0200	11
0201	08
0202	13
0203	01
0204	07
0205	08
0206	08
0207	04
0208	07
0209	04
0210	07
0211	10
0212	10
0213	14
0214	13
0215	14
0216	05
0217	13
0218	07
0219	07
0220	14
0221	06
0222	07
0223	01
0224	07
0225	05
0226	14
0227	11
0228	06
0229	12
0230	13
0231	12
0232	07
0233	09
0234	13
0235	04
0236	06
0237	01
0238	12
0240	06
0241	04
0242	05
0243	08
0245	05
0246	05
0247	06
0248	06
0249	08
0250	07
0251	04
0252	01
0253	05
0254	05
0255	07
0256	04
0257	07
0258	09
0259	08
0260	04
0262	06
0263	09
0264	03
0265	12
0266	07
0267	14
0268	03
0269	05
0270	08
0271	05
0272	03
0273	06
0274	04
0275	03
0276	10
0277	03
0278	04
0279	05
0280	03
0281	01
0282	14
0283	05
0284	06
0285	14
0286	05
0287	13
0288	14
0289	02
0292	04
0293	05
0294	05
0295	04
0297	12
0298	09
0299	12
0300	09
0301	09
0302	07
0303	02
0304	02
0305	06
0306	08
0308	03
0309	06
0310	02
0312	08
0313	07
0314	05
0315	09
0317	02
0318	02
0319	06
0321	09
0322	10
0323	01
0324	05
0325	05
0326	14
0327	05
0328	07
0329	07
0330	14
0331	05
0332	03
0333	07
0334	08
0335	07
0336	06
0337	14
0338	09
0339	14
0340	05
0341	07
0342	07
0343	08
0345	05
0346	04
0347	03
0348	09
0349	12
0350	06
0351	05
0352	04
0353	06
0354	04
0356	08
0357	02
0358	04
0359	07
0360	04
0361	08
0362	04
0363	08
0364	04
0365	05
0366	13
0367	04
0368	08
0369	05
0370	08
0371	06
0372	04
0373	06
0374	07
0375	06
0376	10
0377	08
0378	03
0379	07
0380	07
0381	07
0382	01
0383	06
0384	14
0385	09
0386	04
0387	04
0388	07
0389	12
0390	13
0391	09
0392	06
0393	07
0394	14
0395	08
0396	05
0397	14
0398	07
0399	04
0400	07
0401	13
0402	05
0403	04
0404	09
0405	05
0406	05
0407	10
0408	05
0410	12
0411	12
0412	12
0413	06
0414	13
0416	01
0417	12
0418	01
0419	14
0420	05
0421	14
0422	04
0423	04
0424	05
0425	07
0426	04
0427	03
0428	01
0429	02
0430	07
0431	03
0432	13
0433	07
0434	04
0436	10
0437	08
0438	08
0439	05
0440	02
0441	04
0442	08
0444	08
0445	08
0446	04
0447	06
0448	14
0449	04
0450	07
0451	01
0452	06
0453	01
0454	14
0455	11
0456	07
0457	14
0458	06
0459	10
0460	06
0461	03
0462	07
0463	06
0464	07
0465	07
0466	12
0467	03
0469	03
0470	13
0471	03
0472	08
0473	01
0474	10
0475	05
0476	08
0477	06
0478	05
0479	14
0480	13
0481	04
0482	03
0484	07
0485	14
0486	04
0487	05
0488	10
0489	05
0490	10
0491	13
0492	05
0493	03
0494	06
0495	04
0496	05
0497	05
0499	14
0500	08
0501	13
0502	07
0503	14
0504	06
0505	05
0507	01
0508	07
0509	03
0510	10
0511	14
0512	11
0513	08
0514	03
0515	14
0516	06
0517	14
0518	08
0519	14
0520	04
0522	13
0523	07
0524	13
0525	02
0526	09
0527	07
0529	01
0530	05
0531	04
0532	05
0533	07
0534	06
0535	03
0536	06
0537	08
0538	11
0539	07
0540	14
0541	01
0542	06
0543	12
0544	14
0545	06
0546	03
0547	09
0548	10
0549	07
0550	07
0551	01
0552	10
0553	10
0554	11
0555	08
0556	14
0558	08
0560	08
0561	04
0562	07
0563	09
0565	08
0566	14
0567	11
0568	05
0569	09
0570	08
0571	08
0573	05
0574	06
0575	09
0576	05
0577	08
